participant_id,group,image_id,image_order,judgment,is_correct,confidence,reasoning
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,ai_15,2,AI,True,3,背景质感不自然，偏向AI渲染
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,real_11,9,Real,True,1,耳朵细节渲染有误
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,real_04,10,Real,True,4,"整体感觉太""完美""，AI风格"
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,ai_08,11,Real,False,1,眼睛的反光不自然
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,ai_16,13,AI,True,2,搜索确认了拍摄地点
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,real_01,14,Real,True,3,颜色过渡异常均匀
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,real_12,19,Real,True,5,头发纹理有问题，太规整
0100d27c-5a7d-4bb3-8fb0-e1ae04add0c9,实验,real_03,20,Real,True,5,手指形状有点异常
022fc934-c148-426c-a1b4-0214e3df36b0,实验,ai_08,4,AI,True,3,风格过于完美和干净
022fc934-c148-426c-a1b4-0214e3df36b0,实验,real_11,6,Real,True,2,风格过于完美和干净
022fc934-c148-426c-a1b4-0214e3df36b0,实验,real_12,7,Real,True,4,搜索确认了拍摄地点
022fc934-c148-426c-a1b4-0214e3df36b0,实验,ai_02,9,AI,True,4,颜色过渡异常均匀
022fc934-c148-426c-a1b4-0214e3df36b0,实验,real_04,10,Real,True,3,眼睛的反光不自然
022fc934-c148-426c-a1b4-0214e3df36b0,实验,ai_13,12,Real,False,2,身体比例感觉不对
022fc934-c148-426c-a1b4-0214e3df36b0,实验,real_01,18,AI,False,2,光影太均匀，像AI生成
022fc934-c148-426c-a1b4-0214e3df36b0,实验,ai_01,20,Real,False,2,手指形状有点异常
022fc934-c148-426c-a1b4-0214e3df36b0,实验,real_03,21,Real,True,3,"整体感觉太""完美""，AI风格"
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,ai_01,3,AI,True,5,脸部细节有些奇怪
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,real_02,5,Real,True,4,搜索确认了拍摄地点
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,real_16,11,Real,True,5,耳朵细节渲染有误
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,real_12,13,Real,True,5,手指形状有点异常
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,real_04,17,Real,True,3,眼睛的反光不自然
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,real_06,18,Real,True,3,手指形状有点异常
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,实验,ai_19,20,Real,False,2,纹理不对，太光滑了
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_06,1,AI,False,3,风格过于完美和干净
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_12,3,Real,True,5,颜色过渡异常均匀
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_20,6,AI,False,2,颜色过渡异常均匀
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,ai_04,7,AI,True,3,纹理不对，太光滑了
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_03,9,Real,True,5,耳朵细节渲染有误
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,ai_13,10,Real,False,1,身体比例感觉不对
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_01,13,AI,False,1,搜索确认了拍摄地点
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,ai_01,14,AI,True,5,眼睛的反光不自然
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,ai_09,16,AI,True,5,手指形状有点异常
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,ai_02,18,AI,True,5,背景质感不自然，偏向AI渲染
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_04,19,AI,False,3,脸部细节有些奇怪
0d667e6c-ae9c-441e-b61a-5e454093bcd9,实验,real_16,20,Real,True,3,身体比例感觉不对
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,ai_09,2,Real,False,1,背景质感不自然，偏向AI渲染
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_05,3,Real,True,5,搜索确认了拍摄地点
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_20,4,Real,True,5,背景质感不自然，偏向AI渲染
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,ai_02,7,Real,False,3,纹理不对，太光滑了
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_16,8,Real,True,5,耳朵细节渲染有误
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_01,9,AI,False,1,搜索确认了拍摄地点
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_14,11,AI,False,2,背景质感不自然，偏向AI渲染
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_04,13,AI,False,4,颜色过渡异常均匀
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,ai_19,16,AI,True,5,耳朵细节渲染有误
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_02,17,Real,True,2,与已知图片对比后判断
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,real_11,18,Real,True,5,光影太均匀，像AI生成
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,ai_04,19,AI,True,3,根据背景知识判断场景真实性
10d8137d-a2b4-4482-9378-b1a9c51a5150,实验,ai_15,21,AI,True,3,与已知图片对比后判断
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,ai_01,3,AI,True,5,头发纹理有问题，太规整
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,ai_09,7,AI,True,3,身体比例感觉不对
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,real_06,9,Real,True,5,头发纹理有问题，太规整
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,real_15,11,AI,False,1,根据背景知识判断场景真实性
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,real_14,12,Real,True,3,脸部细节有些奇怪
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,real_03,14,AI,False,3,背景质感不自然，偏向AI渲染
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,real_16,15,Real,True,3,根据背景知识判断场景真实性
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,real_02,17,Real,True,3,头发纹理有问题，太规整
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,ai_16,18,Real,False,2,手指形状有点异常
1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,实验,ai_19,20,Real,False,1,背景质感不自然，偏向AI渲染
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,real_01,3,AI,False,2,光影太均匀，像AI生成
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,ai_13,4,AI,True,5,用Lens搜索了图片来源
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,ai_02,10,AI,True,5,手指形状有点异常
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,real_20,12,Real,True,2,颜色过渡异常均匀
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,ai_09,13,AI,True,3,手指形状有点异常
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,real_15,18,AI,False,3,头发纹理有问题，太规整
201d045f-2007-4b17-864f-2fc59f08fc2e,实验,real_02,20,Real,True,4,"整体感觉太""完美""，AI风格"
2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,实验,real_20,1,AI,False,2,头发纹理有问题，太规整
2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,实验,real_06,4,Real,True,3,身体比例感觉不对
2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,实验,ai_02,5,AI,True,5,脸部细节有些奇怪
2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,实验,real_01,17,Real,True,4,用Lens搜索了图片来源
2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,实验,real_05,19,AI,False,3,搜索确认了拍摄地点
2687a7ad-61dd-4c2f-bcda-2fb03e8400a9,实验,ai_13,20,AI,True,5,身体比例感觉不对
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,ai_13,2,Real,False,4,与已知图片对比后判断
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,ai_09,3,AI,True,5,根据背景知识判断场景真实性
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,real_14,5,AI,False,1,颜色过渡异常均匀
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,real_06,6,Real,True,5,根据背景知识判断场景真实性
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,ai_04,9,AI,True,4,用Lens搜索了图片来源
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,ai_16,10,AI,True,5,"整体感觉太""完美""，AI风格"
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,real_01,11,Real,True,3,背景质感不自然，偏向AI渲染
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,real_12,12,Real,True,5,光影太均匀，像AI生成
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,real_04,14,Real,True,5,脸部细节有些奇怪
29a247e5-9c69-4bd0-bc93-758fc4a5b41d,实验,real_02,20,Real,True,5,头发纹理有问题，太规整
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_15,1,AI,False,1,背景质感不自然，偏向AI渲染
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_04,2,Real,True,5,身体比例感觉不对
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,ai_16,3,AI,True,3,头发纹理有问题，太规整
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_14,5,Real,True,5,手指形状有点异常
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_12,8,Real,True,1,风格过于完美和干净
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_06,14,Real,True,5,光影太均匀，像AI生成
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_16,17,Real,True,5,身体比例感觉不对
2fd30af5-7786-4ba8-b95b-cc7dc4931dec,实验,real_11,20,Real,True,2,"整体感觉太""完美""，AI风格"
3286160b-00fd-48c6-9740-100d93f928cf,实验,ai_13,1,Real,False,0,看起来很正常
3286160b-00fd-48c6-9740-100d93f928cf,实验,real_14,2,AI,False,0,手指细节很模糊
3286160b-00fd-48c6-9740-100d93f928cf,实验,ai_19,3,AI,True,0,手指奇怪
3286160b-00fd-48c6-9740-100d93f928cf,实验,ai_09,9,AI,True,0,手指数量不对
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,ai_13,6,Real,False,4,用Lens搜索了图片来源
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,ai_01,7,AI,True,5,根据背景知识判断场景真实性
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,real_14,9,AI,False,3,纹理不对，太光滑了
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,real_20,10,AI,False,3,脸部细节有些奇怪
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,ai_08,11,Real,False,1,风格过于完美和干净
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,ai_04,12,Real,False,4,光影太均匀，像AI生成
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,real_05,13,Real,True,5,颜色过渡异常均匀
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,real_11,14,AI,False,4,"整体感觉太""完美""，AI风格"
3412da42-8d1d-46b7-8555-fcc9fb5a0973,实验,ai_19,21,AI,True,5,脸部细节有些奇怪
3b9f22db-bba2-4726-8857-75061a1bd770,实验,ai_15,2,AI,True,2,脸部细节有些奇怪
3b9f22db-bba2-4726-8857-75061a1bd770,实验,ai_01,5,AI,True,4,用Lens搜索了图片来源
3b9f22db-bba2-4726-8857-75061a1bd770,实验,real_01,7,AI,False,1,搜索确认了拍摄地点
3b9f22db-bba2-4726-8857-75061a1bd770,实验,real_02,8,Real,True,2,颜色过渡异常均匀
3b9f22db-bba2-4726-8857-75061a1bd770,实验,ai_04,10,AI,True,3,头发纹理有问题，太规整
3b9f22db-bba2-4726-8857-75061a1bd770,实验,real_03,15,AI,False,2,背景质感不自然，偏向AI渲染
3b9f22db-bba2-4726-8857-75061a1bd770,实验,real_20,16,Real,True,5,"整体感觉太""完美""，AI风格"
3b9f22db-bba2-4726-8857-75061a1bd770,实验,ai_02,18,AI,True,5,脸部细节有些奇怪
3b9f22db-bba2-4726-8857-75061a1bd770,实验,real_04,19,Real,True,5,背景质感不自然，偏向AI渲染
3b9f22db-bba2-4726-8857-75061a1bd770,实验,real_11,21,Real,True,4,背景质感不自然，偏向AI渲染
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,ai_15,2,AI,True,4,与已知图片对比后判断
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,real_12,6,Real,True,3,搜索确认了拍摄地点
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,ai_19,8,AI,True,5,"整体感觉太""完美""，AI风格"
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,real_02,9,Real,True,5,头发纹理有问题，太规整
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,real_01,10,AI,False,1,脸部细节有些奇怪
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,ai_01,11,AI,True,2,背景质感不自然，偏向AI渲染
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,real_11,12,AI,False,4,脸部细节有些奇怪
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,real_03,16,AI,False,3,背景质感不自然，偏向AI渲染
41f33051-ca0e-4a1f-ad50-d8e3a564df25,实验,real_06,20,Real,True,3,搜索确认了拍摄地点
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,real_11,2,Real,True,4,风格过于完美和干净
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,real_16,3,Real,True,1,搜索确认了拍摄地点
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,ai_15,4,Real,False,2,"整体感觉太""完美""，AI风格"
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,ai_04,6,Real,False,2,头发纹理有问题，太规整
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,ai_02,8,AI,True,3,光影太均匀，像AI生成
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,real_05,10,Real,True,3,用Lens搜索了图片来源
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,ai_19,15,AI,True,5,光影太均匀，像AI生成
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,ai_16,17,AI,True,4,脸部细节有些奇怪
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,ai_01,18,AI,True,5,颜色过渡异常均匀
4a56e17e-344c-4772-8201-8d2a699b8a61,实验,real_15,19,AI,False,2,脸部细节有些奇怪
572cc315-3457-446d-9de2-5477fb08fd31,实验,ai_02,1,Real,False,2,感觉非常像真实的，属于在社交媒体出现我根本不会怀疑的程度，唯一让我怀疑的就是这个女生的右耳不是很明显
572cc315-3457-446d-9de2-5477fb08fd31,实验,ai_18,3,AI,True,4,下很大的雨，但是人物的发型没有凌乱
572cc315-3457-446d-9de2-5477fb08fd31,实验,real_04,4,AI,False,4,衣服上有光斑
572cc315-3457-446d-9de2-5477fb08fd31,实验,real_20,21,AI,False,4,嘴部不正常
572cc315-3457-446d-9de2-5477fb08fd31,实验,ai_11,22,AI,True,5,右二女生的手臂有问题
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,ai_09,4,AI,True,5,背景质感不自然，偏向AI渲染
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,real_12,5,Real,True,4,脸部细节有些奇怪
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,real_06,7,Real,True,1,根据背景知识判断场景真实性
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,real_03,12,Real,True,4,背景质感不自然，偏向AI渲染
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,ai_19,13,AI,True,3,颜色过渡异常均匀
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,real_15,14,Real,True,5,与已知图片对比后判断
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,ai_08,15,AI,True,3,颜色过渡异常均匀
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,real_04,17,Real,True,5,耳朵细节渲染有误
57f65c7d-2a56-40e0-8c5c-4cfc03b81ddc,实验,real_16,21,Real,True,5,纹理不对，太光滑了
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,ai_09,4,Real,False,3,身体比例感觉不对
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,ai_08,5,Real,False,3,颜色过渡异常均匀
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,real_03,9,Real,True,4,纹理不对，太光滑了
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,real_20,10,Real,True,5,眼睛的反光不自然
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,real_11,12,Real,True,3,背景质感不自然，偏向AI渲染
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,ai_15,13,Real,False,1,根据背景知识判断场景真实性
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,ai_02,14,Real,False,3,手指形状有点异常
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,ai_01,15,AI,True,5,"整体感觉太""完美""，AI风格"
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,real_04,16,Real,True,2,"整体感觉太""完美""，AI风格"
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,real_05,17,AI,False,2,风格过于完美和干净
59e8a63d-55f7-4a74-a414-9d242a76b6da,实验,real_14,20,AI,False,3,头发纹理有问题，太规整
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_01,1,Real,True,5,风格过于完美和干净
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_12,2,Real,True,5,搜索确认了拍摄地点
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_14,4,AI,False,3,根据背景知识判断场景真实性
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_02,6,Real,True,5,身体比例感觉不对
5f19ca96-956b-42ac-811a-73411f258cd0,实验,ai_13,9,AI,True,3,"整体感觉太""完美""，AI风格"
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_16,10,Real,True,5,纹理不对，太光滑了
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_05,13,Real,True,3,用Lens搜索了图片来源
5f19ca96-956b-42ac-811a-73411f258cd0,实验,ai_16,15,AI,True,5,颜色过渡异常均匀
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_11,20,Real,True,3,脸部细节有些奇怪
5f19ca96-956b-42ac-811a-73411f258cd0,实验,real_04,21,Real,True,4,手指形状有点异常
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_04,2,Real,True,3,纹理不对，太光滑了
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_15,4,AI,False,2,风格过于完美和干净
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_06,5,Real,True,5,"整体感觉太""完美""，AI风格"
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_11,7,Real,True,2,颜色过渡异常均匀
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_02,8,Real,True,4,背景质感不自然，偏向AI渲染
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,ai_09,11,AI,True,4,眼睛的反光不自然
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,ai_15,12,AI,True,5,风格过于完美和干净
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,ai_13,13,AI,True,4,光影太均匀，像AI生成
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_01,17,Real,True,5,头发纹理有问题，太规整
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,ai_04,18,AI,True,4,头发纹理有问题，太规整
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_12,19,Real,True,4,用Lens搜索了图片来源
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_14,20,AI,False,2,"整体感觉太""完美""，AI风格"
61662586-9e40-44b1-88bb-69d8e51a48ea,实验,real_03,21,Real,True,5,纹理不对，太光滑了
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_08,1,Real,False,3,与已知图片对比后判断
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_19,3,Real,False,2,手指形状有点异常
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_02,5,AI,True,5,"整体感觉太""完美""，AI风格"
63f825fa-f48f-444d-b333-927d4b6de564,实验,real_06,8,Real,True,5,身体比例感觉不对
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_16,9,Real,False,3,用Lens搜索了图片来源
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_01,16,AI,True,5,用Lens搜索了图片来源
63f825fa-f48f-444d-b333-927d4b6de564,实验,real_12,17,Real,True,5,身体比例感觉不对
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_09,19,AI,True,3,风格过于完美和干净
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_15,20,AI,True,5,搜索确认了拍摄地点
63f825fa-f48f-444d-b333-927d4b6de564,实验,ai_04,21,AI,True,5,风格过于完美和干净
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,real_03,6,Real,True,5,根据背景知识判断场景真实性
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,real_12,8,Real,True,5,手指形状有点异常
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,real_01,10,AI,False,1,纹理不对，太光滑了
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,real_02,16,Real,True,3,耳朵细节渲染有误
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,ai_01,17,AI,True,5,根据背景知识判断场景真实性
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,ai_15,19,Real,False,3,纹理不对，太光滑了
662c6838-2d42-404d-b0d2-19ffb4d92a28,实验,ai_02,20,AI,True,5,搜索确认了拍摄地点
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,real_12,1,Real,True,4,头发纹理有问题，太规整
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,ai_13,4,AI,True,2,搜索确认了拍摄地点
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,real_05,7,Real,True,5,背景质感不自然，偏向AI渲染
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,ai_04,9,AI,True,5,头发纹理有问题，太规整
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,real_04,10,Real,True,4,颜色过渡异常均匀
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,ai_15,12,Real,False,2,眼睛的反光不自然
705e65c9-e54d-4f1b-aa43-a4e25339e379,实验,ai_01,14,AI,True,4,"整体感觉太""完美""，AI风格"
73a837cd-78b8-45fd-b285-a4a6cea03f24,实验,real_02,3,Real,True,5,身体比例感觉不对
73a837cd-78b8-45fd-b285-a4a6cea03f24,实验,real_12,5,Real,True,3,"整体感觉太""完美""，AI风格"
73a837cd-78b8-45fd-b285-a4a6cea03f24,实验,real_14,8,Real,True,5,用Lens搜索了图片来源
73a837cd-78b8-45fd-b285-a4a6cea03f24,实验,real_03,11,Real,True,5,用Lens搜索了图片来源
73a837cd-78b8-45fd-b285-a4a6cea03f24,实验,real_15,20,Real,True,5,眼睛的反光不自然
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_02,1,Real,True,5,纹身、手臂细节等丰富
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_20,2,Real,True,4,来自谷歌图片搜索
