participant_id,group,image_id,image_order,judgment,is_correct,confidence,reasoning
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_11,5,Real,True,5,巴士的字太真了
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,ai_04,6,AI,True,3,图片搜索没有来源，直觉上像 ai 生成
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_15,7,AI,False,2,虽然没找到来源，但是
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_16,8,Real,True,4,焦外的运动有逻辑
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,ai_16,9,AI,True,2,来源没找到，但有风格类似，推断 ai 模仿
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,ai_02,14,AI,True,2,最下面的纽扣没有孔
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,ai_18,15,AI,True,3,背后的字
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_01,17,Real,True,4,有来源
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,ai_11,18,AI,True,5,右边女生的手
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,ai_19,19,Real,False,1,没找到漏洞
7bdd05f3-157f-460a-9fa7-78218f38e94a,实验,real_03,21,AI,False,3,只有三根手指
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_20,4,Real,True,2,耳朵细节渲染有误
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_01,5,AI,False,3,耳朵细节渲染有误
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_08,6,AI,True,3,头发纹理有问题，太规整
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_09,7,AI,True,5,头发纹理有问题，太规整
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_02,9,Real,True,3,纹理不对，太光滑了
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_04,10,Real,True,5,手指形状有点异常
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_01,12,AI,True,3,脸部细节有些奇怪
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_15,13,AI,True,4,脸部细节有些奇怪
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_16,14,Real,True,5,风格过于完美和干净
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_19,16,AI,True,3,纹理不对，太光滑了
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_04,17,AI,True,2,光影太均匀，像AI生成
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_15,19,Real,True,3,搜索确认了拍摄地点
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,ai_16,20,AI,True,1,纹理不对，太光滑了
7f6ce7ad-08ad-4fc2-980c-d64aa28a98af,实验,real_11,21,Real,True,5,与已知图片对比后判断
89984002-a4e4-4838-b488-dbafdb6baec6,实验,real_20,1,Real,True,4,脸部细节有些奇怪
89984002-a4e4-4838-b488-dbafdb6baec6,实验,real_05,2,Real,True,3,"整体感觉太""完美""，AI风格"
89984002-a4e4-4838-b488-dbafdb6baec6,实验,ai_16,3,Real,False,4,背景质感不自然，偏向AI渲染
89984002-a4e4-4838-b488-dbafdb6baec6,实验,real_15,4,AI,False,3,"整体感觉太""完美""，AI风格"
89984002-a4e4-4838-b488-dbafdb6baec6,实验,ai_19,8,AI,True,4,背景质感不自然，偏向AI渲染
89984002-a4e4-4838-b488-dbafdb6baec6,实验,ai_04,15,AI,True,5,背景质感不自然，偏向AI渲染
89984002-a4e4-4838-b488-dbafdb6baec6,实验,ai_08,16,AI,True,4,光影太均匀，像AI生成
89984002-a4e4-4838-b488-dbafdb6baec6,实验,real_11,18,Real,True,5,与已知图片对比后判断
89984002-a4e4-4838-b488-dbafdb6baec6,实验,ai_02,21,AI,True,5,眼睛的反光不自然
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,real_20,1,AI,False,0,肘关节奇怪
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,ai_04,2,AI,True,0,耳垂形状不自然
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,ai_19,4,AI,True,0,手指排列过于整齐
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,ai_13,6,AI,True,0,模特五官过于精致
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,real_16,8,AI,False,0,嘴部明显错位
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,real_15,12,AI,False,0,手指变形
93a06e6f-5a94-453a-bea6-f13a2dcecd93,实验,ai_09,14,AI,True,0,手指
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_15,1,AI,False,2,用Lens搜索了图片来源
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_05,2,AI,False,1,"整体感觉太""完美""，AI风格"
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_02,4,Real,True,3,耳朵细节渲染有误
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,ai_16,5,AI,True,5,脸部细节有些奇怪
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_16,9,AI,False,3,"整体感觉太""完美""，AI风格"
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_12,10,Real,True,5,用Lens搜索了图片来源
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_20,13,Real,True,2,颜色过渡异常均匀
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_14,14,AI,False,4,风格过于完美和干净
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,ai_15,15,Real,False,4,耳朵细节渲染有误
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,ai_02,16,Real,False,3,与已知图片对比后判断
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_04,17,AI,False,2,耳朵细节渲染有误
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_03,18,Real,True,3,与已知图片对比后判断
9b05d91d-5396-4c56-a09a-a62d48f9fb38,实验,real_01,19,Real,True,4,脸部细节有些奇怪
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,real_03,2,Real,True,4,根据背景知识判断场景真实性
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,ai_13,3,AI,True,4,光影太均匀，像AI生成
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,ai_01,5,Real,False,3,风格过于完美和干净
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,real_15,8,Real,True,5,头发纹理有问题，太规整
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,real_12,9,Real,True,4,用Lens搜索了图片来源
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,ai_09,13,Real,False,1,与已知图片对比后判断
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,real_05,14,Real,True,5,光影太均匀，像AI生成
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,real_01,17,Real,True,3,颜色过渡异常均匀
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,ai_16,18,AI,True,2,"整体感觉太""完美""，AI风格"
a1bfbe83-787b-4243-beb4-62adbc16d687,实验,real_06,20,AI,False,5,颜色过渡异常均匀
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,ai_04,1,AI,True,5,光影太均匀，像AI生成
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,ai_01,6,AI,True,4,头发纹理有问题，太规整
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,ai_09,7,AI,True,4,眼睛的反光不自然
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,real_04,8,Real,True,2,耳朵细节渲染有误
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,real_02,10,Real,True,1,纹理不对，太光滑了
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,real_01,12,Real,True,4,眼睛的反光不自然
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,ai_15,14,AI,True,5,耳朵细节渲染有误
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,real_16,18,Real,True,5,手指形状有点异常
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,real_15,20,Real,True,5,颜色过渡异常均匀
b7213d4e-6fe7-4fc4-8d3b-cc0fa91249d0,实验,real_11,21,Real,True,5,耳朵细节渲染有误
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,real_01,1,Real,True,5,背景质感不自然，偏向AI渲染
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,real_16,2,Real,True,4,光影太均匀，像AI生成
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,real_12,4,Real,True,3,头发纹理有问题，太规整
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,real_14,11,AI,False,3,眼睛的反光不自然
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,ai_19,12,AI,True,1,纹理不对，太光滑了
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,real_15,14,AI,False,2,用Lens搜索了图片来源
b8bfcd44-a74e-44cc-a1bc-f43e2dd77f50,实验,ai_13,20,AI,True,5,手指形状有点异常
ba15d139-42e7-4ae4-9ef5-2719abe97098,实验,ai_02,2,Real,False,1,"整体感觉太""完美""，AI风格"
ba15d139-42e7-4ae4-9ef5-2719abe97098,实验,ai_15,6,Real,False,1,搜索确认了拍摄地点
ba15d139-42e7-4ae4-9ef5-2719abe97098,实验,real_20,9,Real,True,5,手指形状有点异常
ba15d139-42e7-4ae4-9ef5-2719abe97098,实验,ai_13,17,AI,True,5,耳朵细节渲染有误
ba15d139-42e7-4ae4-9ef5-2719abe97098,实验,ai_16,19,AI,True,5,根据背景知识判断场景真实性
ba15d139-42e7-4ae4-9ef5-2719abe97098,实验,real_15,21,AI,False,3,头发纹理有问题，太规整
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,ai_15,1,AI,True,5,头发纹理有问题，太规整
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,real_20,2,Real,True,5,纹理不对，太光滑了
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,real_06,4,Real,True,4,背景质感不自然，偏向AI渲染
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,real_16,5,Real,True,2,与已知图片对比后判断
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,ai_02,6,AI,True,1,"整体感觉太""完美""，AI风格"
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,ai_19,7,AI,True,5,头发纹理有问题，太规整
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,ai_16,8,AI,True,3,身体比例感觉不对
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,real_03,11,Real,True,5,用Lens搜索了图片来源
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,real_05,13,Real,True,3,光影太均匀，像AI生成
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,real_14,14,AI,False,4,颜色过渡异常均匀
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,ai_01,15,Real,False,3,"整体感觉太""完美""，AI风格"
c0ebad7b-4493-4b4e-ae20-7add0021a235,实验,ai_08,18,Real,False,5,与已知图片对比后判断
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,real_03,1,Real,True,4,"整体感觉太""完美""，AI风格"
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,real_04,5,Real,True,4,脸部细节有些奇怪
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,real_14,6,AI,False,3,用Lens搜索了图片来源
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,ai_02,8,AI,True,5,颜色过渡异常均匀
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,real_01,11,Real,True,2,手指形状有点异常
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,real_11,16,Real,True,4,头发纹理有问题，太规整
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,ai_15,17,Real,False,5,脸部细节有些奇怪
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,real_02,18,Real,True,3,光影太均匀，像AI生成
ca03e257-2731-4073-8823-9e6be74b2ce3,实验,ai_08,21,AI,True,1,根据背景知识判断场景真实性
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,real_01,1,Real,True,5,头发纹理有问题，太规整
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,ai_02,5,AI,True,5,与已知图片对比后判断
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,real_20,8,AI,False,5,耳朵细节渲染有误
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,real_04,9,Real,True,4,纹理不对，太光滑了
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,real_02,14,AI,False,3,眼睛的反光不自然
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,real_14,19,Real,True,3,脸部细节有些奇怪
ca4a5371-94cb-4af0-82a0-6d28ff180026,实验,ai_13,20,AI,True,5,根据背景知识判断场景真实性
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,ai_02,2,AI,True,3,眼睛的反光不自然
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_14,3,Real,True,3,手指形状有点异常
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,ai_15,5,AI,True,4,耳朵细节渲染有误
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,ai_09,6,AI,True,5,光影太均匀，像AI生成
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_05,7,Real,True,3,眼睛的反光不自然
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_15,9,AI,False,5,用Lens搜索了图片来源
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,ai_19,10,AI,True,4,搜索确认了拍摄地点
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_03,14,Real,True,5,背景质感不自然，偏向AI渲染
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_04,15,AI,False,3,搜索确认了拍摄地点
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_12,17,Real,True,4,用Lens搜索了图片来源
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_16,18,Real,True,5,背景质感不自然，偏向AI渲染
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,ai_01,19,AI,True,5,脸部细节有些奇怪
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,real_20,20,Real,True,4,用Lens搜索了图片来源
d17ffa1d-c836-42b8-8919-74166c3efa7c,实验,ai_08,21,AI,True,5,光影太均匀，像AI生成
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,ai_04,3,AI,True,4,脸部细节有些奇怪
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,real_12,5,Real,True,2,与已知图片对比后判断
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,ai_08,7,Real,False,3,风格过于完美和干净
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,real_02,11,Real,True,2,身体比例感觉不对
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,real_04,12,AI,False,3,头发纹理有问题，太规整
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,ai_15,13,Real,False,2,搜索确认了拍摄地点
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,real_05,14,Real,True,5,头发纹理有问题，太规整
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,real_01,15,AI,False,3,光影太均匀，像AI生成
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,ai_13,16,AI,True,3,背景质感不自然，偏向AI渲染
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,ai_19,20,AI,True,1,纹理不对，太光滑了
d219bf21-7f1e-4904-b109-7badc8b124f8,实验,real_16,21,Real,True,2,手指形状有点异常
d43a96a5-051a-442b-b312-fed7168671da,实验,ai_16,1,AI,True,5,耳朵细节渲染有误
d43a96a5-051a-442b-b312-fed7168671da,实验,real_11,5,AI,False,1,与已知图片对比后判断
d43a96a5-051a-442b-b312-fed7168671da,实验,real_12,7,Real,True,5,眼睛的反光不自然
d43a96a5-051a-442b-b312-fed7168671da,实验,ai_01,8,AI,True,3,风格过于完美和干净
d43a96a5-051a-442b-b312-fed7168671da,实验,ai_04,10,AI,True,4,脸部细节有些奇怪
d43a96a5-051a-442b-b312-fed7168671da,实验,real_06,15,Real,True,3,风格过于完美和干净
d43a96a5-051a-442b-b312-fed7168671da,实验,real_03,16,Real,True,4,眼睛的反光不自然
d43a96a5-051a-442b-b312-fed7168671da,实验,real_04,18,AI,False,2,纹理不对，太光滑了
d43a96a5-051a-442b-b312-fed7168671da,实验,real_20,20,Real,True,4,光影太均匀，像AI生成
dc165136-ff71-4ab3-8e4b-5afe4edf0d1b,实验,ai_02,8,AI,True,5,shibuya那个灯牌应该是是starbucks，左面的大盛堂书店招牌也不对
dc165136-ff71-4ab3-8e4b-5afe4edf0d1b,实验,real_02,9,AI,False,3,左三女生没影子
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,ai_04,2,Real,False,1,背景质感不自然，偏向AI渲染
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,ai_09,3,Real,False,2,颜色过渡异常均匀
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,real_04,4,Real,True,2,背景质感不自然，偏向AI渲染
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,real_11,6,Real,True,5,光影太均匀，像AI生成
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,real_01,11,Real,True,3,纹理不对，太光滑了
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,ai_01,14,AI,True,5,头发纹理有问题，太规整
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,real_16,19,Real,True,2,风格过于完美和干净
e247cbc6-2bf5-41dd-a65a-cf2d37bb54e8,实验,real_15,20,AI,False,1,脸部细节有些奇怪
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,real_04,1,Real,True,5,脸部细节有些奇怪
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,ai_08,2,Real,False,3,手指形状有点异常
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,real_16,4,Real,True,5,用Lens搜索了图片来源
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,real_11,6,AI,False,4,眼睛的反光不自然
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,ai_19,9,AI,True,5,背景质感不自然，偏向AI渲染
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,ai_01,12,AI,True,5,头发纹理有问题，太规整
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,ai_09,13,AI,True,5,脸部细节有些奇怪
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,real_20,18,AI,False,1,光影太均匀，像AI生成
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,ai_15,19,AI,True,5,用Lens搜索了图片来源
e44199cc-0b6c-4b1c-b7b2-c99999aee34b,实验,real_12,21,Real,True,2,"整体感觉太""完美""，AI风格"
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_09,1,Real,False,2,光影太均匀，像AI生成
e44be372-e609-4c27-964b-36d0bc2010bc,实验,real_02,2,Real,True,3,眼睛的反光不自然
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_01,4,AI,True,1,颜色过渡异常均匀
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_13,7,Real,False,1,背景质感不自然，偏向AI渲染
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_19,8,Real,False,2,身体比例感觉不对
e44be372-e609-4c27-964b-36d0bc2010bc,实验,real_11,10,Real,True,2,颜色过渡异常均匀
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_16,11,Real,False,1,头发纹理有问题，太规整
e44be372-e609-4c27-964b-36d0bc2010bc,实验,real_04,14,Real,True,4,耳朵细节渲染有误
e44be372-e609-4c27-964b-36d0bc2010bc,实验,real_16,15,Real,True,5,"整体感觉太""完美""，AI风格"
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_04,16,AI,True,5,耳朵细节渲染有误
e44be372-e609-4c27-964b-36d0bc2010bc,实验,ai_02,17,Real,False,2,与已知图片对比后判断
e44be372-e609-4c27-964b-36d0bc2010bc,实验,real_03,19,Real,True,5,根据背景知识判断场景真实性
e44be372-e609-4c27-964b-36d0bc2010bc,实验,real_06,20,Real,True,3,"整体感觉太""完美""，AI风格"
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,real_14,2,Real,True,5,手指形状有点异常
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,real_20,5,AI,False,1,用Lens搜索了图片来源
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,real_02,9,AI,False,4,与已知图片对比后判断
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,ai_02,15,AI,True,3,风格过于完美和干净
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,real_01,16,AI,False,1,"整体感觉太""完美""，AI风格"
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,ai_13,18,AI,True,5,光影太均匀，像AI生成
e80e89e8-a413-4314-bbec-7a9fa0d7f7a7,实验,ai_09,20,AI,True,2,颜色过渡异常均匀
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,real_11,1,Real,True,2,光影太均匀，像AI生成
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,ai_09,2,AI,True,5,背景质感不自然，偏向AI渲染
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,real_02,4,Real,True,5,颜色过渡异常均匀
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,real_01,6,AI,False,3,背景质感不自然，偏向AI渲染
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,ai_02,9,AI,True,5,脸部细节有些奇怪
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,ai_19,13,AI,True,4,搜索确认了拍摄地点
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,real_20,14,AI,False,3,颜色过渡异常均匀
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,real_15,17,AI,False,3,根据背景知识判断场景真实性
e8315818-d6fe-429f-997f-c8b93ebaae94,实验,real_14,21,Real,True,4,背景质感不自然，偏向AI渲染
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,ai_13,1,AI,True,3,颜色过渡异常均匀
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,ai_15,3,Real,False,3,身体比例感觉不对
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,ai_09,6,AI,True,2,用Lens搜索了图片来源
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,real_14,8,AI,False,3,耳朵细节渲染有误
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,real_15,11,AI,False,5,耳朵细节渲染有误
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,ai_01,14,AI,True,5,背景质感不自然，偏向AI渲染
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,real_11,17,Real,True,5,头发纹理有问题，太规整
ea0c1b12-7bac-41c9-bb5a-7d86ef2bc32c,实验,real_05,21,AI,False,1,用Lens搜索了图片来源
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,real_15,4,AI,False,3,背景质感不自然，偏向AI渲染
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,ai_01,5,AI,True,3,用Lens搜索了图片来源
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,real_20,8,Real,True,3,眼睛的反光不自然
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,ai_13,12,AI,True,3,纹理不对，太光滑了
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,ai_08,13,AI,True,5,手指形状有点异常
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,real_02,14,Real,True,3,与已知图片对比后判断
eb245518-0398-4285-8a09-bd9da0a7ef2a,实验,real_12,15,Real,True,4,与已知图片对比后判断
